3543477;17GP 10,-0.532057,+0.042826,+0.158667,+0.056745,-0.035361,-0.108525,+0.212692,+0.169275,+0.550741,-0.145418,+0.171399,+0.144334,-0.019185,+0.027364,+0.053705,+0.997997;19GP 11,+1.589301,+4.626983,-0.011636,+0.057325,+0.020241,-0.256836,-0.001003,+0.001903,+0.002687,+0.001350,-0.012400,+0.009754,+0.006363,+0.029717,+0.128294,+0.991270;
3543478;17GP 10,-0.530004,+0.044487,+0.163830,+0.054430,-0.033908,-0.108024,+0.217513,+0.172179,+0.543881,-0.161554,+0.166804,+0.124899,-0.018391,+0.026253,+0.053497,+0.998053;19GP 11,+1.589343,+4.626900,-0.011738,+0.056369,+0.019841,-0.256779,+0.000269,-0.000404,-0.000307,-0.017126,-0.017588,+0.009395,+0.006227,+0.029217,+0.128257,+0.991291;
3543479;17GP 10,-0.527798,+0.046101,+0.168838,+0.051577,-0.032244,-0.107872,+0.224850,+0.173019,+0.533711,-0.185106,+0.166702,+0.102407,-0.017482,+0.024876,+0.053470,+0.998106;19GP 11,+1.589439,+4.626828,-0.011849,+0.055663,+0.019546,-0.256993,+0.002777,-0.002127,-0.003146,-0.027226,-0.020086,+0.003857,+0.006123,+0.028849,+0.128357,+0.991289;
3543480;17GP 10,-0.525609,+0.047797,+0.173866,+0.048576,-0.031349,-0.108026,+0.229922,+0.175441,+0.525406,-0.207145,+0.151682,+0.079249,-0.016957,+0.023401,+0.053584,+0.998145;19GP 11,+1.589442,+4.626820,-0.011847,+0.056177,+0.020023,-0.257044,+0.002486,-0.001928,-0.002650,-0.012246,-0.007239,+0.001643,+0.006325,+0.029134,+0.128390,+0.991275;
3543481;17GP 10,-0.523436,+0.049492,+0.178673,+0.045124,-0.029866,-0.108386,+0.233105,+0.177107,+0.512600,-0.233713,+0.150544,+0.056069,-0.016128,+0.021716,+0.053810,+0.998185;19GP 11,+1.589428,+4.626880,-0.011791,+0.056291,+0.020831,-0.257042,+0.001768,+0.000015,-0.000750,-0.007737,+0.009513,+0.000494,+0.006719,+0.029243,+0.128401,+0.991268;
3543482;17GP 10,-0.521219,+0.051156,+0.183336,+0.042141,-0.029210,-0.109268,+0.236200,+0.177380,+0.498012,-0.246577,+0.133459,+0.028199,-0.015730,+0.020238,+0.054282,+0.998197;19GP 11,+1.589379,+4.627008,-0.011679,+0.056617,+0.021323,-0.256857,+0.000193,+0.003453,+0.002342,-0.000136,+0.017244,+0.003393,+0.006944,+0.029435,+0.128316,+0.991272;
3543483;17GP 10,-0.518945,+0.052830,+0.187841,+0.038375,-0.027899,-0.110846,+0.239642,+0.177473,+0.481720,-0.272308,+0.131574,-0.008103,-0.014988,+0.018382,+0.055112,+0.998198;19GP 11,+1.589349,+4.627116,-0.011565,+0.057389,+0.021708,-0.256789,-0.000661,+0.005878,+0.005041,+0.014563,+0.021356,+0.003611,+0.007087,+0.029842,+0.128291,+0.991262;
3543484;17GP 10,-0.516679,+0.054523,+0.192460,+0.035653,-0.026650,-0.112080,+0.241696,+0.177773,+0.471199,-0.272989,+0.129292,-0.030906,-0.014300,+0.017050,+0.055760,+0.998196;19GP 11,+1.589339,+4.627136,-0.011467,+0.057635,+0.021647,-0.256493,-0.000880,+0.005581,+0.006903,+0.016368,+0.016457,+0.008613,+0.007045,+0.029959,+0.128144,+0.991278;
3543485;17GP 10,-0.514459,+0.056157,+0.197011,+0.032677,-0.025497,-0.113617,+0.241636,+0.176202,+0.461058,-0.278502,+0.125483,-0.054971,-0.013653,+0.015586,+0.056558,+0.998184;19GP 11,+1.589370,+4.626997,-0.011514,+0.057191,+0.021167,-0.256762,+0.000003,+0.001134,+0.004646,+0.004900,+0.003895,+0.002384,+0.006831,+0.029709,+0.128269,+0.991271;
3543486;17GP 10,-0.512076,+0.057900,+0.201337,+0.030070,-0.023453,-0.115358,+0.245251,+0.177423,+0.447202,-0.275964,+0.139290,-0.078948,-0.012572,+0.014333,+0.057460,+0.998166;19GP 11,+1.589368,+4.626816,-0.011692,+0.056966,+0.020980,-0.257391,-0.000058,-0.003840,-0.000791,-0.000075,-0.001072,-0.009816,+0.006744,+0.029588,+0.128578,+0.991235;
